,holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume,weekday,hour,wmain_clear,wmain_clouds,wmain_drizzle,wmain_fog,wmain_haze,wmain_mist,wmain_rain,wmain_smoke,wmain_snow,wmain_squall,wmain_thunderstorm
42,0,280.57,0,0,1,6990,3,7,1,0,0,0,0,0,0,0,0,0,0
43,0,281.86,0,0,1,5985,3,8,1,0,0,0,0,0,0,0,0,0,0
44,0,284.98,0,0,1,5309,3,9,1,0,0,0,0,0,0,0,0,0,0
45,0,289.18,0,0,1,4603,3,10,1,0,0,0,0,0,0,0,0,0,0
46,0,291.55,0,0,1,4884,3,11,1,0,0,0,0,0,0,0,0,0,0
47,0,294.97,0,0,1,5104,3,12,1,0,0,0,0,0,0,0,0,0,0
48,0,296.38,0,0,1,5178,3,13,1,0,0,0,0,0,0,0,0,0,0
49,0,297.32,0,0,1,5501,3,14,1,0,0,0,0,0,0,0,0,0,0
50,0,298.17,0,0,1,5713,3,15,1,0,0,0,0,0,0,0,0,0,0
51,0,298.06,0,0,20,6292,3,16,0,1,0,0,0,0,0,0,0,0,0
52,0,297.67,0,0,20,6057,3,17,0,1,0,0,0,0,0,0,0,0,0
53,0,296.36,0,0,40,4907,3,18,0,1,0,0,0,0,0,0,0,0,0
54,0,293.85,0,0,40,3503,3,19,0,1,0,0,0,0,0,0,0,0,0
55,0,292.43,0,0,40,3037,3,20,0,1,0,0,0,0,0,0,0,0,0
56,0,291.77,0,0,75,2822,3,21,0,1,0,0,0,0,0,0,0,0,0
57,0,291.36,0,0,75,1992,3,22,0,1,0,0,0,0,0,0,0,0,0
58,0,291.12,0,0,75,1166,3,23,0,1,0,0,0,0,0,0,0,0,0
59,0,290.63,0,0,75,627,4,0,0,1,0,0,0,0,0,0,0,0,0
60,0,290.46,0,0,40,388,4,1,0,1,0,0,0,0,0,0,0,0,0
61,0,289.26,0,0,0,368,4,3,1,0,0,0,0,0,0,0,0,0,0
62,0,283.21,0,0,75,2489,4,5,0,1,0,0,0,0,0,0,0,0,0
63,0,282.24,0,0,90,5537,4,6,0,1,0,0,0,0,0,0,0,0,0
64,0,281.69,0,0,90,6628,4,7,0,1,0,0,0,0,0,0,0,0,0
65,0,280.57,0,0,90,5534,4,8,0,1,0,0,0,0,0,0,0,0,0
66,0,280.02,0,0,75,5403,4,9,0,1,0,0,0,0,0,0,0,0,0
67,0,280.11,0,0,75,4770,4,10,0,1,0,0,0,0,0,0,0,0,0
68,0,280.0,0,0,90,5217,4,11,0,1,0,0,0,0,0,0,0,0,0
69,0,280.53,0,0,90,5870,4,12,0,1,0,0,0,0,0,0,0,0,0
70,0,281.43,0,0,75,5967,4,13,0,1,0,0,0,0,0,0,0,0,0
71,0,281.78,0,0,90,6108,4,14,0,1,0,0,0,0,0,0,0,0,0
72,0,281.91,0,0,90,6128,4,15,0,1,0,0,0,0,0,0,0,0,0
73,0,281.73,0,0,90,6069,4,16,0,1,0,0,0,0,0,0,0,0,0
74,0,281.42,0,0,90,6169,4,17,0,1,0,0,0,0,0,0,0,0,0
75,0,280.87,0,0,90,5384,4,18,0,1,0,0,0,0,0,0,0,0,0
76,0,280.15,0,0,90,4063,4,19,0,1,0,0,0,0,0,0,0,0,0
77,0,279.78,0,0,90,3364,4,20,0,1,0,0,0,0,0,0,0,0,0
78,0,279.65,0,0,75,2971,4,21,0,1,0,0,0,0,0,0,0,0,0
79,0,279.22,0,0,40,2450,4,22,0,1,0,0,0,0,0,0,0,0,0
80,0,279.06,0,0,40,1832,4,23,0,1,0,0,0,0,0,0,0,0,0
81,0,278.81,0,0,90,1231,5,0,0,1,0,0,0,0,0,0,0,0,0
82,0,278.55,0,0,90,718,5,1,0,1,0,0,0,0,0,0,0,0,0
83,0,278.59,0,0,90,545,5,2,0,1,0,0,0,0,0,0,0,0,0
84,0,276.99,0,0,75,411,5,4,0,1,0,0,0,0,0,0,0,0,0
85,0,276.35,0,0,20,688,5,5,0,1,0,0,0,0,0,0,0,0,0
86,0,275.4,0,0,1,1352,5,6,1,0,0,0,0,0,0,0,0,0,0
87,0,275.17,0,0,1,2072,5,7,1,0,0,0,0,0,0,0,0,0,0
88,0,274.99,0,0,1,3342,5,8,1,0,0,0,0,0,0,0,0,0,0
89,0,275.09,0,0,40,4258,5,9,0,1,0,0,0,0,0,0,0,0,0
90,0,276.88,0,0,20,4861,5,10,0,1,0,0,0,0,0,0,0,0,0
91,0,278.04,0,0,20,5191,5,11,0,1,0,0,0,0,0,0,0,0,0
92,0,279.08,0,0,40,5669,5,12,0,1,0,0,0,0,0,0,0,0,0
93,0,280.12,0,0,75,5074,5,13,0,1,0,0,0,0,0,0,0,0,0
94,0,280.25,0,0,75,5025,5,14,0,1,0,0,0,0,0,0,0,0,0
95,0,280.0,0,0,75,5153,5,15,0,1,0,0,0,0,0,0,0,0,0
96,0,279.06,0,0,90,5024,5,16,0,1,0,0,0,0,0,0,0,0,0
97,0,278.91,0,0,90,4779,5,17,0,1,0,0,0,0,0,0,0,0,0
98,0,278.39,0,0,90,4362,5,18,0,1,0,0,0,0,0,0,0,0,0
99,0,278.16,0,0,90,3860,5,19,0,1,0,0,0,0,0,0,0,0,0
100,0,278.16,0,0,90,3160,5,20,0,1,0,0,0,0,0,0,0,0,0
101,0,277.93,0,0,90,2992,5,21,0,1,0,0,0,0,0,0,0,0,0
102,0,276.9,0,0,90,3202,5,22,0,1,0,0,0,0,0,0,0,0,0
103,0,276.34,0,0,75,1941,5,23,0,1,0,0,0,0,0,0,0,0,0
104,0,276.11,0,0,75,1233,6,0,0,1,0,0,0,0,0,0,0,0,0
105,0,275.73,0,0,90,323,6,3,0,1,0,0,0,0,0,0,0,0,0
106,0,275.65,0,0,90,312,6,4,0,1,0,0,0,0,0,0,0,0,0
107,0,275.51,0,0,75,627,6,5,0,1,0,0,0,0,0,0,0,0,0
108,0,275.05,0,0,90,1508,6,6,0,1,0,0,0,0,0,0,0,0,0
109,0,274.77,0,0,90,1539,6,7,0,1,0,0,0,0,0,0,0,0,0
110,0,274.77,0,0,75,2232,6,8,0,1,0,0,0,0,0,0,0,0,0
111,0,275.55,0,0,75,4568,6,9,0,1,0,0,0,0,0,0,0,0,0
112,0,276.24,0,0,75,4624,6,10,0,1,0,0,0,0,0,0,0,0,0
113,0,277.01,0,0,90,4529,6,11,0,1,0,0,0,0,0,0,0,0,0
114,0,277.43,0,0,90,5139,6,12,0,1,0,0,0,0,0,0,0,0,0
115,0,278.45,0,0,90,6640,6,13,0,1,0,0,0,0,0,0,0,0,0
116,0,279.27,0,0,90,6589,6,14,0,1,0,0,0,0,0,0,0,0,0
117,0,279.27,0,0,90,4429,6,15,0,1,0,0,0,0,0,0,0,0,0
118,0,279.44,0,0,90,4329,6,16,0,1,0,0,0,0,0,0,0,0,0
119,0,279.32,0,0,90,3833,6,17,0,1,0,0,0,0,0,0,0,0,0
120,0,279.27,0,0,90,4015,6,18,0,1,0,0,0,0,0,0,0,0,0
121,0,278.11,0,0,90,3382,6,19,0,1,0,0,0,0,0,0,0,0,0
122,0,276.79,0,0,75,2815,6,20,0,1,0,0,0,0,0,0,0,0,0
123,0,275.73,0,0,90,2110,6,21,0,1,0,0,0,0,0,0,0,0,0
124,0,274.88,0,0,75,1555,6,22,0,1,0,0,0,0,0,0,0,0,0
125,0,273.92,0,0,20,959,6,23,0,1,0,0,0,0,0,0,0,0,0
126,1,273.08,0,0,20,455,0,0,0,1,0,0,0,0,0,0,0,0,0
127,0,272.62,0,0,20,336,0,1,0,1,0,0,0,0,0,0,0,0,0
128,0,271.78,0,0,1,265,0,2,1,0,0,0,0,0,0,0,0,0,0
129,0,271.05,0,0,1,314,0,3,1,0,0,0,0,0,0,0,0,0,0
130,0,270.63,0,0,1,779,0,4,1,0,0,0,0,0,0,0,0,0,0
131,0,270.33,0,0,1,2571,0,5,1,0,0,0,0,0,0,0,0,0,0
132,0,269.61,0,0,20,5563,0,6,0,1,0,0,0,0,0,0,0,0,0
133,0,270.01,0,0,20,6676,0,7,0,1,0,0,0,0,0,0,0,0,0
134,0,271.23,0,0,20,5966,0,8,0,1,0,0,0,0,0,0,0,0,0
135,0,273.71,0,0,20,4832,0,9,0,1,0,0,0,0,0,0,0,0,0
136,0,276.77,0,0,20,4395,0,10,0,1,0,0,0,0,0,0,0,0,0
137,0,279.47,0,0,20,4411,0,11,0,1,0,0,0,0,0,0,0,0,0
138,0,279.84,0,0,1,4648,0,12,1,0,0,0,0,0,0,0,0,0,0
139,0,282.34,0,0,40,4602,0,13,0,1,0,0,0,0,0,0,0,0,0
140,0,282.94,0,0,40,5125,0,14,0,1,0,0,0,0,0,0,0,0,0
141,0,283.48,0,0,1,5502,0,15,1,0,0,0,0,0,0,0,0,0,0
142,0,284.33,0,0,1,5979,0,16,1,0,0,0,0,0,0,0,0,0,0
143,0,284.48,0,0,40,5663,0,17,0,1,0,0,0,0,0,0,0,0,0
144,0,284.23,0,0,40,4259,0,18,0,1,0,0,0,0,0,0,0,0,0
145,0,281.99,0,0,20,3069,0,19,0,1,0,0,0,0,0,0,0,0,0
146,0,279.81,0,0,1,2378,0,20,1,0,0,0,0,0,0,0,0,0,0
147,0,279.35,0,0,1,2030,0,21,1,0,0,0,0,0,0,0,0,0,0
148,0,278.9,0,0,1,1400,0,22,1,0,0,0,0,0,0,0,0,0,0
149,0,278.46,0,0,1,917,0,23,1,0,0,0,0,0,0,0,0,0,0
150,0,277.78,0,0,1,515,1,0,1,0,0,0,0,0,0,0,0,0,0
151,0,277.27,0,0,1,302,1,1,1,0,0,0,0,0,0,0,0,0,0
152,0,277.47,0,0,1,251,1,2,1,0,0,0,0,0,0,0,0,0,0
153,0,276.97,0,0,20,798,1,4,0,1,0,0,0,0,0,0,0,0,0
154,0,276.52,0,0,40,2678,1,5,0,1,0,0,0,0,0,0,0,0,0
155,0,276.6,0,0,40,5733,1,6,0,1,0,0,0,0,0,0,0,0,0
156,0,277.31,0,0,75,6449,1,7,0,1,0,0,0,0,0,0,0,0,0
157,0,278.38,0,0,90,5765,1,8,0,1,0,0,0,0,0,0,0,0,0
158,0,279.35,0,0,90,5599,1,9,0,1,0,0,0,0,0,0,0,0,0
159,0,281.37,0,0,90,4534,1,10,0,1,0,0,0,0,0,0,0,0,0
160,0,283.11,0,0,90,4691,1,11,0,1,0,0,0,0,0,0,0,0,0
161,0,284.08,0,0,75,5067,1,12,0,1,0,0,0,0,0,0,0,0,0
162,0,285.14,0,0,75,5030,1,13,0,1,0,0,0,0,0,0,0,0,0
163,0,286.35,0,0,90,5300,1,14,0,1,0,0,0,0,0,0,0,0,0
164,0,287.23,0,0,100,5777,1,15,0,0,0,0,0,0,1,0,0,0,0
165,0,288.53,0,0,90,6349,1,16,0,1,0,0,0,0,0,0,0,0,0
166,0,290.37,0,0,90,6127,1,17,0,1,0,0,0,0,0,0,0,0,0
167,0,290.13,0,0,90,4460,1,18,0,1,0,0,0,0,0,0,0,0,0
168,0,288.86,0,0,75,3418,1,19,0,1,0,0,0,0,0,0,0,0,0
169,0,287.36,0,0,90,2775,1,20,0,1,0,0,0,0,0,0,0,0,0
170,0,285.11,0,0,90,2306,1,21,0,1,0,0,0,0,0,0,0,0,0
171,0,283.46,0,0,90,1846,1,22,0,1,0,0,0,0,0,0,0,0,0
172,0,282.45,0,0,90,947,1,23,0,1,0,0,0,0,0,0,0,0,0
173,0,281.88,0,0,90,494,2,0,0,1,0,0,0,0,0,0,0,0,0
174,0,281.78,0,0,90,332,2,1,0,1,0,0,0,0,0,0,0,0,0
175,0,281.09,0,0,75,261,2,2,0,1,0,0,0,0,0,0,0,0,0
176,0,281.17,0,0,90,361,2,3,0,1,0,0,0,0,0,0,0,0,0
177,0,281.25,0,0,92,5875,2,6,1,0,0,0,0,0,0,0,0,0,0
178,0,281.25,0,0,99,6793,2,7,0,0,0,0,0,0,1,0,0,0,0
179,0,281.25,0,0,99,6793,2,7,0,0,1,0,0,0,0,0,0,0,0
180,0,280.1,0,0,99,6283,2,8,0,0,0,0,0,0,1,0,0,0,0
181,0,280.1,0,0,99,6283,2,8,0,0,1,0,0,0,0,0,0,0,0
182,0,279.61,0,0,99,5680,2,9,0,0,0,0,0,0,1,0,0,0,0
183,0,279.61,0,0,99,5680,2,9,0,0,1,0,0,0,0,0,0,0,0
184,0,279.67,0,0,99,4632,2,10,1,0,0,0,0,0,0,0,0,0,0
185,0,280.19,0,0,1,4887,2,11,1,0,0,0,0,0,0,0,0,0,0
186,0,282.09,0,0,75,5030,2,12,0,1,0,0,0,0,0,0,0,0,0
187,0,282.26,0,0,75,5067,2,13,0,1,0,0,0,0,0,0,0,0,0
188,0,282.05,0,0,90,5227,2,14,0,1,0,0,0,0,0,0,0,0,0
189,0,281.59,0,0,90,5610,2,15,0,1,0,0,0,0,0,0,0,0,0
190,0,281.23,0,0,81,6286,2,16,1,0,0,0,0,0,0,0,0,0,0
191,0,282.6,0,0,81,4775,2,18,1,0,0,0,0,0,0,0,0,0,0
192,0,282.6,0,0,81,3340,2,19,1,0,0,0,0,0,0,0,0,0,0
193,0,282.6,0,0,81,3013,2,20,1,0,0,0,0,0,0,0,0,0,0
194,0,282.6,0,0,81,2603,2,21,1,0,0,0,0,0,0,0,0,0,0
195,0,282.6,0,0,81,1910,2,22,1,0,0,0,0,0,0,0,0,0,0
196,0,282.6,0,0,81,1037,2,23,1,0,0,0,0,0,0,0,0,0,0
197,0,273.9,0,0,1,347,3,1,1,0,0,0,0,0,0,0,0,0,0
198,0,274.4,0,0,75,350,3,3,0,1,0,0,0,0,0,0,0,0,0
199,0,274.05,0,0,75,850,3,4,0,1,0,0,0,0,0,0,0,0,0
200,0,273.71,0,0,40,2791,3,5,0,1,0,0,0,0,0,0,0,0,0
201,0,272.66,0,0,1,5809,3,6,1,0,0,0,0,0,0,0,0,0,0
202,0,272.65,0,0,1,6798,3,7,1,0,0,0,0,0,0,0,0,0,0
203,0,272.52,0,0,1,6304,3,8,1,0,0,0,0,0,0,0,0,0,0
204,0,275.19,0,0,20,5291,3,9,0,1,0,0,0,0,0,0,0,0,0
205,0,275.34,0,0,1,4638,3,10,1,0,0,0,0,0,0,0,0,0,0
206,0,284.1,0,0,50,5557,3,14,1,0,0,0,0,0,0,0,0,0,0
207,0,284.1,0,0,50,5818,3,15,1,0,0,0,0,0,0,0,0,0,0
208,0,283.78,0,0,75,6272,3,16,0,1,0,0,0,0,0,0,0,0,0
209,0,283.52,0,0,75,5944,3,17,0,1,0,0,0,0,0,0,0,0,0
210,0,283.32,0,0,90,4949,3,18,0,1,0,0,0,0,0,0,0,0,0
211,0,282.06,0,0,90,3511,3,19,0,1,0,0,0,0,0,0,0,0,0
212,0,281.95,0,0,90,3039,3,20,0,1,0,0,0,0,0,0,0,0,0
213,0,281.81,0,0,90,2679,3,21,0,1,0,0,0,0,0,0,0,0,0
214,0,282.16,0,0,90,2094,3,22,0,1,0,0,0,0,0,0,0,0,0
215,0,282.53,0,0,90,1284,3,23,0,1,0,0,0,0,0,0,0,0,0
216,0,283.91,0,0,90,630,4,0,0,1,0,0,0,0,0,0,0,0,0
217,0,284.64,0,0,90,410,4,1,0,1,0,0,0,0,0,0,0,0,0
218,0,284.61,0,0,90,331,4,2,0,1,0,0,0,0,0,0,0,0,0
219,0,283.18,0,0,72,372,4,3,0,0,1,0,0,0,0,0,0,0,0
220,0,282.26,0,0,72,739,4,4,0,0,0,0,0,0,1,0,0,0,0
221,0,280.77,0,0,72,2561,4,5,0,0,1,0,0,0,0,0,0,0,0
222,0,278.53,0,0,75,5586,4,6,0,1,0,0,0,0,0,0,0,0,0
223,0,277.64,0,0,75,6992,4,7,0,1,0,0,0,0,0,0,0,0,0
224,0,277.9,0,0,90,5860,4,8,0,1,0,0,0,0,0,0,0,0,0
225,0,278.18,0,0,90,5230,4,9,0,1,0,0,0,0,0,0,0,0,0
226,0,279.29,0,0,75,4864,4,10,0,1,0,0,0,0,0,0,0,0,0
227,0,280.45,0,0,75,5146,4,11,0,1,0,0,0,0,0,0,0,0,0
228,0,280.95,0,0,40,5526,4,12,0,1,0,0,0,0,0,0,0,0,0
229,0,281.74,0,0,40,5383,4,13,0,1,0,0,0,0,0,0,0,0,0
230,0,281.84,0,0,75,5758,4,14,0,1,0,0,0,0,0,0,0,0,0
231,0,282.45,0,0,75,5889,4,15,0,1,0,0,0,0,0,0,0,0,0
232,0,282.2,0,0,75,6057,4,16,0,1,0,0,0,0,0,0,0,0,0
233,0,281.54,0,0,40,6028,4,17,0,1,0,0,0,0,0,0,0,0,0
234,0,280.21,0,0,20,5257,4,18,0,1,0,0,0,0,0,0,0,0,0
235,0,282.2,0,0,56,1897,4,23,1,0,0,0,0,0,0,0,0,0,0
236,0,272.58,0,0,1,1335,5,0,1,0,0,0,0,0,0,0,0,0,0
237,0,272.06,0,0,1,769,5,1,1,0,0,0,0,0,0,0,0,0,0
238,0,270.99,0,0,1,570,5,2,1,0,0,0,0,0,0,0,0,0,0
239,0,270.29,0,0,20,413,5,3,0,1,0,0,0,0,0,0,0,0,0
240,0,269.48,0,0,1,399,5,4,1,0,0,0,0,0,0,0,0,0,0
241,0,269.27,0,0,1,740,5,5,1,0,0,0,0,0,0,0,0,0,0
242,0,268.91,0,0,1,1420,5,6,1,0,0,0,0,0,0,0,0,0,0
243,0,268.98,0,0,75,2220,5,7,0,1,0,0,0,0,0,0,0,0,0
244,0,269.23,0,0,40,3479,5,8,0,1,0,0,0,0,0,0,0,0,0
245,0,272.61,0,0,40,4546,5,9,0,1,0,0,0,0,0,0,0,0,0
246,0,276.78,0,0,20,4579,5,10,0,1,0,0,0,0,0,0,0,0,0
247,0,279.22,0,0,1,4438,5,11,1,0,0,0,0,0,0,0,0,0,0
248,0,280.35,0,0,1,4623,5,12,1,0,0,0,0,0,0,0,0,0,0
249,0,281.81,0,0,1,4440,5,13,1,0,0,0,0,0,0,0,0,0,0
250,0,283.05,0,0,1,4495,5,14,1,0,0,0,0,0,0,0,0,0,0
251,0,283.96,0,0,1,4483,5,15,1,0,0,0,0,0,0,0,0,0,0
252,0,284.53,0,0,1,4591,5,16,1,0,0,0,0,0,0,0,0,0,0
253,0,284.44,0,0,1,4477,5,17,1,0,0,0,0,0,0,0,0,0,0
254,0,283.64,0,0,1,4221,5,18,1,0,0,0,0,0,0,0,0,0,0
255,0,281.85,0,0,20,3672,5,19,0,1,0,0,0,0,0,0,0,0,0
256,0,281.38,0,0,1,3015,5,20,1,0,0,0,0,0,0,0,0,0,0
257,0,281.84,0,0,75,2769,5,21,0,1,0,0,0,0,0,0,0,0,0
258,0,282.23,0,0,90,2875,5,22,0,1,0,0,0,0,0,0,0,0,0
259,0,282.18,0,0,90,1931,5,23,0,1,0,0,0,0,0,0,0,0,0
260,0,282.49,0,0,90,1309,6,0,0,1,0,0,0,0,0,0,0,0,0
261,0,282.54,0,0,90,870,6,1,0,1,0,0,0,0,0,0,0,0,0
262,0,282.58,0,0,90,654,6,2,0,1,0,0,0,0,0,0,0,0,0
263,0,282.23,0,0,90,364,6,3,0,1,0,0,0,0,0,0,0,0,0
264,0,282.08,0,0,90,262,6,4,0,1,0,0,0,0,0,0,0,0,0
265,0,282.23,0,0,90,505,6,5,0,1,0,0,0,0,0,0,0,0,0
266,0,282.24,0,0,90,861,6,6,0,1,0,0,0,0,0,0,0,0,0
267,0,282.24,0,0,90,1132,6,7,0,1,0,0,0,0,0,0,0,0,0
268,0,282.24,0,0,57,1797,6,8,0,0,0,0,0,1,0,0,0,0,0
269,0,282.43,0,0,57,2685,6,9,0,0,1,0,0,0,0,0,0,0,0
270,0,282.43,0,0,57,2685,6,9,0,0,0,0,0,1,0,0,0,0,0
271,0,282.43,0,0,57,2685,6,9,0,0,0,0,1,0,0,0,0,0,0
272,0,282.33,0,0,57,3370,6,10,0,0,1,0,0,0,0,0,0,0,0
273,0,282.33,0,0,57,3370,6,10,0,0,0,0,0,1,0,0,0,0,0
274,0,282.82,0,0,57,3662,6,11,0,0,1,0,0,0,0,0,0,0,0
275,0,282.82,0,0,57,3662,6,11,0,0,0,0,0,1,0,0,0,0,0
276,0,283.33,0,0,57,4076,6,12,0,0,0,0,0,1,0,0,0,0,0
277,0,283.33,0,0,57,4076,6,12,0,0,0,0,0,0,1,0,0,0,0
278,0,283.33,0,0,57,4076,6,12,0,0,1,0,0,0,0,0,0,0,0
279,0,283.75,0,0,93,4128,6,13,0,0,0,0,0,0,1,0,0,0,0
280,0,283.75,0,0,93,4128,6,13,0,0,0,0,0,1,0,0,0,0,0
281,0,283.75,0,0,93,4128,6,13,0,0,1,0,0,0,0,0,0,0,0
282,0,284.09,0,0,93,4358,6,14,0,0,0,0,0,1,0,0,0,0,0
283,0,284.09,0,0,93,4358,6,14,0,0,0,0,0,0,1,0,0,0,0
284,0,284.09,0,0,93,4358,6,14,0,0,1,0,0,0,0,0,0,0,0
285,0,284.55,0,0,93,4342,6,15,0,0,0,0,0,1,0,0,0,0,0
286,0,284.55,0,0,93,4342,6,15,0,0,0,0,0,0,1,0,0,0,0
287,0,284.68,0,0,93,4234,6,16,0,0,0,0,0,1,0,0,0,0,0
288,0,284.64,0,0,93,4271,6,17,0,0,0,0,0,0,1,0,0,0,0
289,0,284.64,0,0,93,4271,6,17,0,0,0,0,0,1,0,0,0,0,0
290,0,284.4,0,0,93,4080,6,18,0,0,0,0,0,1,0,0,0,0,0
291,0,284.17,0,0,93,3453,6,19,0,0,0,0,0,1,0,0,0,0,0
292,0,284.03,0,0,93,2718,6,20,0,0,0,0,0,1,0,0,0,0,0
293,0,283.58,0,0,93,2439,6,21,0,0,0,0,0,1,0,0,0,0,0
294,0,283.04,0,0,93,1819,6,22,0,0,0,0,0,1,0,0,0,0,0
295,0,281.95,0,0,93,1002,6,23,0,0,0,0,0,1,0,0,0,0,0
296,0,281.95,0,0,93,1002,6,23,0,0,0,1,0,0,0,0,0,0,0
297,0,281.61,0,0,93,542,0,0,0,0,0,0,0,1,0,0,0,0,0
298,0,281.61,0,0,93,542,0,0,0,0,0,1,0,0,0,0,0,0,0
299,0,281.57,0,0,85,303,0,1,0,0,0,1,0,0,0,0,0,0,0
300,0,281.42,0,0,85,239,0,2,0,0,0,1,0,0,0,0,0,0,0
301,0,281.29,0,0,85,335,0,3,0,0,0,0,0,1,0,0,0,0,0
302,0,281.29,0,0,85,335,0,3,0,0,0,1,0,0,0,0,0,0,0
303,0,281.02,0,0,85,810,0,4,0,0,0,0,0,1,0,0,0,0,0
304,0,281.02,0,0,85,810,0,4,0,0,0,1,0,0,0,0,0,0,0
305,0,280.82,0,0,85,2606,0,5,0,0,0,0,0,1,0,0,0,0,0
306,0,280.82,0,0,85,2606,0,5,0,0,0,1,0,0,0,0,0,0,0
307,0,280.39,0,0,85,5714,0,6,0,0,0,0,0,1,0,0,0,0,0
308,0,280.19,0,0,100,6798,0,7,0,0,0,0,0,1,0,0,0,0,0
309,0,279.82,0,0,100,6114,0,8,0,0,0,0,0,1,0,0,0,0,0
310,0,279.75,0,0,100,5094,0,9,0,0,0,0,0,1,0,0,0,0,0
311,0,280.07,0,0,100,4473,0,10,0,0,0,0,0,1,0,0,0,0,0
312,0,280.32,0,0,90,4529,0,11,0,1,0,0,0,0,0,0,0,0,0
313,0,281.72,0,0,100,4823,0,12,1,0,0,0,0,0,0,0,0,0,0
314,0,284.01,0,0,40,4872,0,13,0,1,0,0,0,0,0,0,0,0,0
315,0,285.88,0,0,1,5238,0,14,1,0,0,0,0,0,0,0,0,0,0
316,0,286.87,0,0,1,5584,0,15,1,0,0,0,0,0,0,0,0,0,0
317,0,287.6,0,0,20,6246,0,16,0,1,0,0,0,0,0,0,0,0,0
318,0,287.27,0,0,20,5957,0,17,0,1,0,0,0,0,0,0,0,0,0
319,0,286.18,0,0,20,4535,0,18,0,1,0,0,0,0,0,0,0,0,0
320,0,285.2,0,0,75,3234,0,19,0,1,0,0,0,0,0,0,0,0,0
